Review,Label
난 재밌더구먼 이렇게 평점 테러 할 정도는 아니잖아?,1
재미있어요 ㅎㅎ 왜 평점이 낮은 건지,1
난  재밌게 봤는데 평점이 왜 이렇게 낮을까요?,1
볼만하구먼 평점이 너무 하네,1
전 재밌습니 댜,1
자동차 추격신은 매드맥스가 생각나기도 하고.... 전 재밌게 잘 봤습니다.,1
와. 우. 정. 말. 재. 미.었. 다. 또. 보. 고. 싶. 은. 걸,1
영화라 생각하고 볼거리 생각만 하고 보면 시간 가는 줄 모르고 볼만한 영화. 하지만 급할 땐 급한 흐름으로 여유 있을 땐 여유 있는 흐름으로 가는 게 상식인데 1초가 아까운 급박한 상황에서 꾸물거리는 신이 답답하게 느껴짐.,1
완전 재밌음... 이상하게 평점이 왜 낮지? 영화 적극 추천합니다. 또 보고 싶다.,1
평점 보고 어쩔까 하고 봤더니 볼만하구먼..,1
좀비 영화 치곤 괜찮아요~ 기아자동차를 위한 영화~ 최강 모하비네~,1
호불호가 있는 거 같은데 좀비 영화치고는 재밌었다,1
볼만하구먼... 평점이 왜 이따위 짓?,1
"연상호의 상상력 좋다! 폐허 속에서도 사람은 산다. 미친 생존력. 조연들의 역할이 두드러지게 좋았다. 자동차 추격전은 &lt;매드맥스&gt;를 따라 한 느낌이 진했지만, 또 마지막 메시지는 &lt;인생은 아름다워&gt;를 오마주한 것 같지만, 오락물로 꽤 괜찮다.",1
나만.. 재밌게 봤나......,1
평점 조정.... 좀비 영화치곤 평타는 치는구먼,1
부산행을 기대했던 관객들이 실망점 수을 던져서 평점이 낮은 듯. 좀비물이 아니라 액션 영화라고 생각하고 보시면 될 듯.  관객을 납득시키는 개연성이 조금 부족해서 그렇지. 그냥 시간 보내기용으로 보시면 재밌어요. 평점처럼 못 만든 영화는 아님.  시간 잘 가네요 ㅋ,1
영화를 영화로 안 보는 사람이 왜 이렇게 늘어난 거지? ㅎㅎㅎ 나름 재밌어요. 근데 마지막이 좀 웃기긴 해요 ㅎㅎㅎ,1
스토리나 배경은 너무 좋은데 영화제작 능력이 좀 아쉽다.,1
"영화 자체는 잘 만든 영화이고 스토리 자체도 재미있다. 몰입도 도 좋은 편. 단,  중간중간 개연성 떨어지는 전개에다 약간 비현실적인 설정이 있으나 과하지 않고 그 정도는 이런 유의 영화에서는 충분히 용인할 수 있는 정도임. 마지막에 과도하게 신파로 흐르는 경향이 있던데 솔직히 감독이 왜 그랬는지 좀 이해불가하네. 아마 그 부분 때문에 평점이 매우 낮게 나온 것으로 보이고 이 영화의 가장 큰 패착임. 영화란 게 원래 다 보고 나면 마지막 부분이 가장 많이 여운에 남게 되는데 마지막을 그리 망쳐놨으니... 그리고 개인적으로 좀 아쉬운 부분은 그 군부대원들이 사람들 잡아다 좀비와의 생존게임 벌이는데 그들이 왜 그런 게임에 몰두하게 되는지, 왜 그럴 수밖에 없었는지에 대한 설명이나 그들 내면에 대한 묘사가 없었던 게 아쉬웠고 만약 그 부분이 섬세하게 표현되었다면 한 단계 업그레이드 가능한 영화가 될 수 있었을 듯.",1
좀비보다 인간 vs 인간 어쩌면 진짜 그럴 수도... 부산행의 날선 이빨이.. 좀 무뎌졌지만.... 보는 즐거움은 남아있다..,1
"좀비 영화에 화려한 액션, 카액션 넣은 영화는 본 적이 없다. 잘 만들었다고 칭찬하고 싶다.",1
좋은 영화네요,1
대박...,1
볼 때마다 움 ㅡㅡ 40대 남자인데. 와이프가 이제는 왜 우냐고 머라 할 정도로,1
정말 따뜻한 영화. 그림도 노래도 스토리도 최고다!!,1
진짜 펑펑 울었어요. 가족 생각이 많이 나요,1
길이 남을 명작,1
감동적이고 참 재밌네요 음악과 영혼들의 세 개를 한 번에 둘 다 본 것 같아요,1
감동,1
가족은 죽어도 기억하고 추억할 영원한 가족 감동으로 눈물이...,1
눈물이 멈추질 않네,1
"영상, 음악, 스토리, 그 모든 것이 아름다운 영화였다.",1
매력적인 영화다. 그런데 외로운 사람을 더 외롭게 하는 영화다. 멕시코의 전통이 음악과 함께 가족이라는 주제로 자꾸 봐도 좋다.,1
너무나 이쁜 스토리.,1
가족의 소중함 가족은 위대하다,1
"가족의 소중함, 고인에 대한 사랑을 이렇게 따뜻하게 이야기해내는 것도 재주가 아닐까 싶다..",1
"아름답고, 감동적이며 섬세한 작품.",1
우린 매일 생각하고 지난날을 후회하며 추억합니다  기억하겠습니다 잊지 말아 주세요 ~,1
이걸 이제 보다니.. 색감 너무 예쁘다ㅠㅠ 코코~~,1
위로받은 영화..,1
너무 아름다운 영화!,1
감동 스토리 그 자체였음! 보면서 재밌고 눈물이 날 정도로 억지 스토리 하나도 없이 인생 애니메이션 명작을 봐서 오스카상을 수상할 정도로 완벽했다!,1
"나는 죽어서 어떻게 되는 걸까, 어디로 가는 걸까 인류의 가장 오래된 질문 &quot;코코&quot;는 말한다 마리골드 꽃길 지나 저리로 갑니다 거긴 여기보다 엄청 행복한 곳이죠 단 누군가에게 기억되어야 합니다 기억은 거기의 주민등록증이니까요  조상님들을 기억하고 싶다 기억되는 조상이 되고 싶다",1
색감 너무 좋고 스토리 너무 좋고 감동과 반전까지. 힐링 되고 너무 좋았어요,1
"멕시코의 &#39;죽은 자의 날&#39; 풍습을 배경으로 한 음악 애니메이션영화이다. 삶과 죽음을 동시에 표현했지만 슬프거나 우울하지 않았다. 우리나라에는 없는 축제지만 이승과 저승을 오가며 실제로 벌어지는 신나는 축제 같았다. 더빙판으로 봐서 그런지 자막판보다 훨씬 더 실감 났다. 뮤지션을 꿈꾸는 소년 미구엘, 그러나 모든 가족이 엄청 음악을 배척한다. 가족에게 인정받기 위해 &#39;죽은 자의 날 축제&#39;에 참가하려다가 벌어지는 온갖 해프닝. 저승에서 돌아온 미구엘은 증조할머니인 코코에게 &#39;기억해 줘&#39;를 불러드리고 그녀는 어린 시절 아버지와 같이 부르던 노래를 떠올리며 함께 부른다(명장면).가족의 기억 속에서 잊힌다는 것은 참 슬픈 일이다. 가족의 인정을 받고 서로 가족임을 자랑스러워할 때 비로소 존재가치를 느끼게 될 것이다. 매번 감동적인 영화를 추천해줘서 나를 행복하게 해 주는 우리 큰아들~ 정말 고마워. 사랑해!! 자랑스러워!!",1
진짜 주제가 멋지다..,1
"영상미나 음악이 너무 훌륭했고, 억양 등 언어 자체의 느낌이 분위기와 너무 잘 맞아서 좋았다.",1
오래간만에 인생 영화 찾았습니다,1
리멤버 미  기억할게 코코,1
역대급 감동!!,1
5번 봤음... 볼 때마다 느껴지는 감동이 다른 듯.. 오늘은 안 울 거라 생각했는데.. 처음 볼 때보다 더 울었음..,1
ㅠㅠ,1
마마 코코~~~,1
내 생의 레전드,1
&#39;월E&#39;와 견줄만하다.,1
"원래 애니메이션 영화 자체를 잘 안 즐겨보는데 우연히 봤다가 감동의 전율을 100000% 느꼈다,,,",1
애니메이션 최고의 명작.. 마마 코코~~ 입에서 자연스럽게 나오네!,1
감동적이었어요.,1
여러 번 보는데. 명작임,1
코코랑 토이스토리 3는 진짜 명작임,1
뻔한대도  감동이 있음,1
볼 때마다 오열 ㅜㅜ,1
ㅠㅠ 너무 감동적임,1
가족 그리워지네,1
마지막에 맘이 찌릿!  감동이에요. 꼭 보세요.,1
너무 재밌었어요 색감도 화려하고 스토리도 탄탄하고 감동적이었어요,1
재밌고 신선하고 감동적임,1
너무  재미있네요 감동적입니다. ㅜㅡㅜ 흐규,1
ㅠㅠㅠ 진짜 감동적임... 가족의 의미를 다시 한번 되새기게 하는 영화였습니다. 영화 다 보고 나서도 여운이 가시질 않아 혼자 얼마나 울었던지 ..,1
"영화를 보면서 웃고, 울었어요 정말 감동적인 영화이네요",1
와 진짜 최고   너무 감동적이고 재밌네요  최고의 가족영화네요,1
너무나 감동적이었고.. 얼굴에서 웃음을 지울 수가 없었다네요.. 연속해서 한 번 더 봤다는~~,1
웃고 있어도 눈물이 나는...,1
"재미와 반전, 이 감동을 기억할게요",1
놀라운 상상력과 감동적인 스토리~,1
눈물 나네요 가족들 더 많이 사랑할게요,1
"종 떨어트린 할아버지는 어떤 처벌을 받았을까?  어쨌든 영화는 재미와 감동, 그리고 반전도 있어서 좋았네요. 화면도 아름답고 음악도 좋고 꼭 보세요.  되도록이면 큰 화면으로요",1
마지막 미구엘과 마마 코코의 기억해줘 노래를 듣고 눈물이 멈추질 않는다 ㅠㅠ,1
몇 번을 봤는데도 볼 때마다 감동입니다,1
너무 감동스럽다,1
눈물이  멈추질 않네요. 아름답고 내용 좋고. . .  극장에서  보지 못해  너무  아쉽네요.,1
뭐하나 빠지는 것 없이 훌륭한 영화입니다.,1
눈물이 마르질 않네요... 아빠 왜 우러 이러네요 ㅠㅠ,1
he loved you,1
꼭 보세요,1
이 영화를 2번이나 봤는데 볼 때마다 눈물이 나오네요. 인생 영화입니다.,1
감동입니다~~,1
애니메이션에도 불구하고 아카데미가 선택한 이유  누구나 봐도 감동적인 스토리와 볼거리,1
보고 울고 웃고 너무 재밌었다.,1
뻔한 줄 알았는데 ㅜㅜ 반전도 있고 감동도 있고 가족영화로 참 좋은 영화네요.,1
"어제 오씨 안에서 봤는데 진짜 재밌는 애니였구나..  감동적이네 어쩌네 해서 크게 안 웃길 줄 알았는데 웃음 코드도 상당히 잘 버무린 좋은 애니였다~ 주제도 상당히 좋았고, 애가 봐도 어른이 봐도 좋은 내용의 애니였다",1
감동도 있고 전개도 빨라서 눈을 뗄 수가 없어요. 정말 재밌게 본 영화에요.,1
왠지 모르게 가슴이 뭉클해지는 영화,1
기억해줘~~~~ 인생 영화가 하나 추가되었네.,1
애니메이션 보고 펑펑 울긴 처음이네요.,1
와 정말 감동입니다 이런 영화가 있는지도 몰랐네요,1
Remember me,1
진짜 감동적입니다.  어른들이 봐도 좋은 영화,1
너무 감동받았음. 극장서 봤더라면 더 좋았을걸 하고 아쉬웠어요~ 우리 아이들이 겨우 초1  초4인데 할아버지를 잊지 않을 거라고  눈물 콧물 흘려서 결국 함께 울어버렸네요,1
정말 너무너무 좋았어요. 극장에서 못 보고 이제야 봐서 아쉬워요.,1
진짜 대박...  이런 영화를 이제야 봤다니 최고의 영화라고 해도 과언이 아닐 정도네요 너무 감동적이었고 겨울 왕국이랑은 비교도 안되며 정말 의미 있는 좋은 영화!!,1
"그리운 엄마... 늘 보고 싶고 생각나요ㅠㅠ 이 영화 보면서 가족의 소중함을 다시 느끼게 하네요. 늘 기억할게요... 엄마, 아빠, 할머니... 그리고 나의 가족들... 언젠간 만날 거예요. 행복하게 지내세요ㅠㅠ♡♡♡♡♡♡♡♡♡........",1
명작임,1
어른들에게 강추합니다,1
보는 순간 눈물 줄줄흘렀어요ㅠㅠ♡♡♡♡♡ 추신:작년 하늘나라로 가신 우리 마미도 분명 저승에서 편하게 지내고 계시실 텐데 마미 거기서도 애니메이션 코코처럼 즐거우시죠?ㅠㅠ 마미 큰딸도 늘 열심히 가사노동하면서 즐겁게 살고 있어요 여기는걱정하지마세요ㅠㅠ♡♡♡♡♡,1
"헥터,,,,, 이제라도 영원히 행복하시길,,, 마마 코코아 함께 디즈니 그리고 픽사 정말,,,, 사랑하지 않을 수가 없다",1
헐 이런 영화가 있었다니 극장에서 안 본 게 슬프다,1
기억할게요 아프지만..,1
"멍 때리는 일요일 오후 리모컨 놀이로 이리저리 채널 돌리다   50 넘어서 만화영화에 눈물이 펑펑 돌아가신 할아버지. 할머니. 아버님, 어머님 모두가 그리워지는    ㅠ ㅠ",1
겨울 왕국은 비교가 안돼요,1
이 영화 최고. ᆢ. 감동적이고 아름다운 음악과 가족의 사랑을 느끼게 해주네요. ᆢ,1
가족이 최고,1
엉엉 울었네요 감동의  애니메이션,1
오랜만에 좋은 영화 봤습니다,1
겨울 왕국 2는 보고 남는 게 없었어요. 코코의 감동은 진하게 오네요. 초등학생 아이들과 함께 보며 눈물 찔끔찔끔.,1
좋은 영화입니다. 돌아가신 엄마가 무척 그립네요..,1
눈물이 펑펑..ㅜㅜㅜㅜㅜㅜㅜ 픽사 감성은 늘 옳은 듯..,1
잊히면 안 되는 나의 가족들을 다시 생각하게 하는 따뜻한 영화 마마 코코 와  리멤버 미   감동 그 자체입니다,1
사후세계를 다시 생각하게 해주는 좋은 애니메이션입니다.  언제 봐도 감동이죠~,1
ㅠㅠ최고요,1
중학생 딸이 추천해줘서 봤는데 너무 재밌고 감동 ost도 good!!,1
역시 이거지,1
최고 아름답고 감동적인  영화,1
너무 감동적입니다 애들도 재밌어하고 두 번째 봐도 울컥,1
이게 영화지,1
깃띵작 ㅇㅈ?  ㅇㅇㅈ! 그래픽으로 만들어진 거 다 알고 보면서도 눈물펑펑ㅜㅜㅜㅜ  너무 감동적이었어요,1
너무 감동이어서 평을 안 할 수가 없네요.  최고.,1
"겨울 왕국 II 볼만하더라고요. 물론 I만 못하지만. 갑자기 코코가 생각나 그때 못 줬던 별점 꼭 주려고 들어왔네요. 너무 따뜻했던 영화, 지금도 온기가 느껴집니다. 할머니 머릿속, 겨우 남은 한올의 기억이 미구엘과 함께 한 &quot;Remember me&quot;의 선율을 타고 극장 안을 은은히 채우는 순간, 저도 모르게 눈물이 주르륵...",1
진짜 너무 감동^^,1
애니메이션이 이렇게 감동적일 수가 있다는 게 놀랍습니다. 음악 좋은 건 말할 것도 없고요!!,1
애니메이션 중 최고!  울림을 주는 영화네요,1
최고의 감동 애니!,1
캐릭터.. 음악.. 스토리.. 감동...  무엇 하나 나무랄 데가 없다...  이거 보고 눈물이 나지 않는다면..  실로 감정이 메마른 거임...ㅠㅡㅠ,1
감동적이고  스토리도 너무 재밌어요  무엇보다도 실화인듯하니 그게 더 좋은듯합니다,1
정말 저세상 갬성이네요~ 그래서 저세상 내용인가...... ㅋ,1
이 좋은 영화를 이제야 봤을까?! 마음에 온기가 가득해졌어요~,1
이런 영화 다시 볼 수 있을까 ㅠ 병 ㅅ 아르바이트생들아 한국 영화는 이런 갬성 못 따라간다 제발 평점 망치지 마라,1
Very good~!!,1
픽사가 되짚어주는 가족이라는 의미,1
"만화영화보다 울기는 처음이네,, 최고의 만화.",1
"음악과 그림, 그리고 메시지. 다 좋았다",1
좋음,1
최고,1
무조건.  보세요 강추,1
"보는 내내 감동적인 영화, 아이들도 참 좋아하는 영화",1
감동이다,1
"죽은 자들과 산 자들이 사랑 안에서 음악으로 위안 받는, 전 세대를 아우르는 감동 애니.",1
최고입니다,1
리멤버 미~♡,1
감동.. ㅜㅜ 마지막에 얼마나 눈물이 나던지..,1
죽어서도  연예인은 상전이구나,1
가족 이야기엔 늘 마음이 약해진다 귀여운 아기와 귀여운 뼈다귀들 ㅠ ㅠ...,1
믿고 보는 디즈니... 영상미+상상력+노래 오졌다,1
감동적이고 좋아요  집에서 3번이나 봤어요  기억해줘 노래가 좋아서요... 디즈니 영화는 재미없는 영화 가없어요,1
가족의 중요성에 대해 잘 알 수 있는 영화였고  마지막쯤에 &quot;기억해줘&quot;듣고 진짜 울컥할뻔했어요 ㅜ,1
최고의 영화예요 정말 꼭 보세요 2번 보세요,1
초반 지루했는데 마지막 울컥,1
개인적으로 카와 함께 디즈니 작품 중 가장 재미있었다고 생각합니다! 돌아가신 할머니가 생각나서 슬프기도 했지만요 ㅠㅠㅠ 꼭 보셨으면 좋겠습니다 ㅠ,1
아 진짜 오래간만에 신선하고 감동적인 영화였어요 안 보고 흘려보냈으면 후회할 뻔 ㅠㅠㅠ 꼭 보세요 ㅠㅠ,1
진짜로 죽은 자들의 세상이 있어서 이리 낭만적이었다면 좋겠다는 생각을 했다,1
감동이네요,1
울다   울다  목이 메네요~  내 곁을  떠난  사람들과   나의  사랑스러운  동물들이  저리  화려하고 행복하게  창공을 나는  모습을  보니  눈물이  펑펑 납니다♡,1
다시 보고 싶은 애니메이션입니다.,1
최고,1
애니를 보고 눈물이 나려 하는 게 나이 때문만은 아닐 듯...,1
가볍게 보려고 선택했는데 펑펑 울었네요 정말 재밌었어요~,1
잘 울다 갑니다,1
상상력이 뛰어난 작품이에요. 정말 재밌게 봤어요,1
와... 역시 디즈니,1
감동적이고 재밌고 한 영화에 두 가지를 다 가지고 있네요.,1
최고입니다,1
감동,1
감동. 가족. 애니 색감도 미쳤음. 아름다워,1
어떻게 이렇게 귀엽고 따뜻한 영화가 다 있을까 참신하고 영리하고 따뜻하다 그냥 너무 따뜻하다 ㅠㅠ,1
감동적이다,1
가족의 존재...  다시금 생각하게 하네요 ㅜㅜ,1
기억해줘,1
가족과 함께!,1
아쿠아맨도 감당 못할 울음바다!! http://sp017.tistory.com/20,1
몇 번을 봐도 눈물 쏟는다,1
만화영화 보고 정말 오랜만에 감동받고 생각하게 하네요,1
꿈을  향해 노력하는 모습이 너무 아름답습니다. 미겔~~,1
이런 명작을 왜 이제야 뒤늦게 보게 되었는지... 픽사가 그냥 명성을 유지하는 게 아닌 걸 느끼게 되네요.,1
