Review,Label
시사회 후. 느낌이 좋은 영홥니다. 이탈리아 서정적인 풍경과 자연의 훌륭한 묘사!,1
This movie wowed and shocked me! 대학시절 과학사를 들었어도 이렇게 포괄적이고 모든 분야를 넘나드는 이해력을 가질 수는 없었는데. 융합적 사고의 총체! 초등학교에서부터 대학교에 이르기까지 교양필수로 강추. 초강추.,1
시대이자 문화현상이 된 순수한 동심을 가진 아름다운 영화,1
으리! 으리! 으리! 으리! 으리!,1
이런 식으로 표현하다니.. WOW 뒤통수 퍽! 맞은 느낌,1
사운드. 영상미. 스토리 모두 굿굿.,1
윌 에머슨이 한 얘기를 기억하고 명심하자. 사람들은 공평하길 싫어하고 분수에 맞지 않게 돈을 쓴다는 것을. 그 돈은 나의 미래를 담보로 가져온다는 것을.,1
마무리도 멋지게.... 마음속에 살아있다는 말 안 했어도 좋았을 듯...,1
로맨틱은 이런 것이다 ..라고 영화는 외치고 있다.. 진부하고 뻔한 내용이지만 초콜릿을 입에 물고 영화를 본 듯한 기분.. 아일랜드의 배경 그리고 시골 이웃집 할아버지나 두 주인공의 티격태격하는 모습들.. 너무나 달콤하고 사랑스러운 영화다,1
이제쯤 되면 제발 분장이라는 걸 좀 하고 다녀요 제발 ㅠㅠㅠ 모자라도 쓰던가 ㅠㅜㅠㅜ 세월도 피해 가면서... 모자 사주고 싶다 진심으로,1
에르몬넬라 야호의 연기력이 돋보였던 오페라. 몰입이 너무 잘 됐어요.,1
가슴이 저리다.. 신인이라는데 아델 연기 참 돋네..,1
기대 안 하고 봤는데 중간중간 터지는 유머도 좋았고 뻔한 결론이 아니라 더 좋았어요^^,1
클라이맥스가 조금 약하지만~~ 신나는 영화~~!!,1
굿~~~~~~~~~~~~~ㅎㅎ,1
좋다 억지로 안 울려서 좋았고 억지로 안 웃겨서 잔잔했는데 재미있었다 마음이 따스하다,1
참 인간적인 여인 바바라... 잔잔하게 흐르는데 후반부에 임팩트 있다.,1
쩌러융..빅뱅 짱,1
샘이 돌아왔다.,1
영원히 남을 영화가 되길 미처 인식치 못했던 곳에까지 생각을 하게 해주네요,1
mi manca Italia!,1
잔잔한 감동.... 최강국 대통령의 생활.... 흥미진진했다!,1
"우리 애들이 너무 좋아하네요 교육, 감동, 재미 올여름에 함께할 가족영화로 강추합니다",1
최고다. 이런 영화 언제 또 나올까.,1
왜 이 영화가 뜨질 못했지?,1
이런 영화를 만들 수 있다니~,1
영화 전반에 흐르는 아련함이 마음을 흔든다...................,1
재밌기,1
비록 종교가 가톨릭은 아니지만 기도하고 싶어지네요.,1
제왑네이션♥,1
그동안 슬픈 멜로들 보면서 펑펑 울었는데 이런 신선한 영화도 괜찮은듯하네요 사랑에 대해 많은 생각을 하게 되는 영화네요,1
레알 완전 짱짱만! 피크닉은 혁명!,1
샬롯 갱스부르 이뻐.,1
저거 마지막 회 때 울었어요.. ᅲᅲ♥,1
정말 최고의 사극,1
이걸 보고 어떤 계획을 집어치우게 되었다. 정말 감사하다.,1
가족과 함께 정말 재밌게 잘 봤네요....^^,1
스파이더맨 4가 보고 싶다....,1
진짜 재밌었다.. 감동도 있고,1
지금도 최고라 칭할 수 있는 영화죠,1
제목과 내용과 실화가 어울린다,1
아~ 런던의 그 감동을 신사동에 그대로...,1
울고 싶은 날 이 영화 보고 실컷 우세요 재밌기도 재밌고 가슴 깊이 남는 영화,1
왕조현을 가장 예쁘게 찍어놓은 영화,1
스카이라인 진짜 존잼인데 무슨 소리 ㅡㅡ 댓글 얼척없네 외계인 다룬 영화 중에 가장 재미있게 본 영화 평가절하돼서 너무 아까운 영화 존잼 평점에 속지 말고 꼭 보시길,1
진짜 최고다 김승우!!!!!,1
?,1
masterpiece,1
이런 게 영화지! 패스트푸드 점 창고 안에서 전화 한 통으로 1시간 30분을 끌고 가는데 전혀 지루하지도 않고 정말 숨 막히게 재밌었음. 우리나라도 저와 비슷한 실험을 했었는데 다 똑같이 당했음...,1
채플린의 걸작,1
ㅋㅋㅋ 나도 당했다 테이큰이란 영화는 어디로? ㅋㅋㅋ 재밌다니 봐야지,1
용기를 지닌 영화.,1
주여 어디로 가시나이까,1
꽤 옛날에 나온 거지만 흔한 3D의 뻔한 스토리의 애니메이션보다 이렇게 스토리든 노래든 의미 있고 언제 봐도 재밌고 감동적인 게 개인차가 있겠지만 내 생각엔 이런 영화가 정말 좋은 영화인 것 같다. 특히 이 영화가. 평소에 영화도 보지 않던 내가ㅎ.(전문가 평점 노 답),1
솔직히 재밌잖아 ㅋㅋㅋㅋ,1
슬퍼 ㅠㅠ 노래도 좋고 ㅠㅠ,1
강시 선생 다음으로 강시 최고의 영화,1
10번은 재미있게 봄 것 같나 여,1
크리스마스 시즌이 되면 늘 이 영화를 찾게 됨. 볼 때마다 좋아,1
근래에 본 최고의 영화가 아니었나 싶다.. 몸에 전율이 일어날 정도였음,1
2009년 17살 나이에 보는데 왜 이리 무섭지 후들후들...,1
20여 년 만에 다시 보는데 어릴 때는 몰랐던 감동이 느껴진다. 좀 더 의미 있는 삶을 살아야겠다는 생각을 하게 된다.,1
나 이런 거 좋아해 ㅋㅋㅋ 재밌음~~,1
이거 진짜 웃기죠,1
드림웍스 최고의 애니메이션을 꼽자면 이거와 마다가스카 3를 꼽는다. 개인적으론 아바타보다 이걸 높게 쳐주고 싶다.,1
훈훈하다ㅎ,1
"처음 볼 때도 무서웠지만, 다시 한번 보면 소름 끼치도록 무서울 것 같은 영화..",1
지금 봐도 재밌는데,1
역대급 영화가 왜 이렇게까지 까여야 되지? 이해불가,1
생각보다 네티즌 평점이 저조하네 엄청 재미나던데,1
잼 씁니다.,1
오랜만에 다시 봤는데 최고~,1
어릴 때 재밌게 봤는데 다시 봐도 재밌네요~!,1
"나는 아직도 불완전한걸,, 내게도 혁명이 필요,,",1
진짜 대박인 영화인 듯....,1
무서워 무서워 ㅠㅠㅋㅋ그래도 1편이 젤 무서움!,1
그냥저냥 볼 만한테 오버들은,1
매력적인 영화,1
본 지 몇 년이 지났지만 계속 생각이 나는 영화입니다 조만간 또 봐야겠네요,1
두시 부일체 2. 가문의 영광 5? 이런 것보다 훨씬 재미있게 봤다. 내용도 알차게 꾸몄고 에로틱도 볼만하고 여주인공 참 매력적이다. 이쁜 건 아닌 것 같은데 매력 있어~근데 마지막 엔딩이 아쉬운 건 사실이네,1
"와... 액션 특히 견자단 마니아로서 이 당시에 1972년도에 이런 작품을 만들었다는 건 정말 최고다. 엽문이나 옹박, 황비홍, 도화선 이전에 맹룡과강이 있었다",1
악동뮤지션 꼭 1등 하시길! 악동 뮤지션 파이팅!!,1
시대를 잘못 태어난 젊은이들의 생명을 건 사랑 지키기와 어쩔 수 없는 좌절 등을 마치 다큐를 보는 듯 애잔하게 표현한 수작이었습니다.,1
기대하지 않았던 이야기... 그만할 수 있는 일이었네요.,1
어른들도 재밌게 보는 걸작 만화,1
너무너무 기대됩니다 ^^,1
멋진 시후 님.ㅎ,1
가슴이 먹먹해서 어쩔 바를 모르겠습니다. 많은 사람들이 보고 궁금해하고 이야기되었으면 좋겠습니다.,1
색감이 너무 예뻤던 영화! 아이들에게 가장 필요한 게 무엇인지 잘 보여준다,1
여자가 너무 짠하네요.. 마음이 울컥합니다.,1
왠지 모를 매력이 있는 영화~ 다시 볼 때마다 다른 매력과 아련함,1
&#39;라브 레타&#39;로 표기하는 게 낫지 않을까? 명작임..,1
해냈다 해냈어 합법이 해냈어 간통도!,1
개인적으론 8점 정도.. 평점이 너무 낮아 10점.,1
상어 딥 블루 씨. 10점.,1
내가 꿈을 위해 완이만큼 노력하고 있는지 꿈이란 건 가지고 있는지 다시 생각하게 된 영화입니다. 엄마와 딸의 깊은 사랑도 느낄 수 있고 꿈에 대한 열정도 느낄 수 있는 여운이 긴 영화인 거 같습니다. 아이돌이 연기해서 솔직히 기대별로 안 했는데 전달을 확실히 된 거 같습니다.,1
오늘도 난 리뷰로 이해를 한다,1
또다시 보고 싶다 ㅎ~ㅎ,1
별로 무섭지도 않은데 약간 재밌어도 85점으로 재밌음,1
지금 다시 봐도 정말 재밌는 드라마! 요즘 드라마 완 달리 보는 내내 함박웃음 짓게 하는!,1
한 번 보고는 모자라다. 몇 번을 보아도 신선하고 감독의 상상력에 감탄하게 된다.,1
너무 재미있어요 다음 주가 벌써 기다려지네요^^,1
임청하 누님의 미모도 미모지만 배역 특유의 카리스마와 연기력을 볼 수 있는 영화,1
뭔가 부족함 멘틀의 충격이 없었음,0
인종차별적이고 보수적인 기독교 영웅주의 영화,0
2등이니까 2 넣어 드립니다.,0
놀러 갔나 밥 먹을 때 말하는 훈련병이 있나 네. 아니오 질문 이외 이빨이 보이네 아무리 체험한다고 하지만 제대로 하세요 군대가 장난하러 가는 것 안입니다,0
보다가 잤습니다. 정말 재미없네요.,0
아줌마들! 이런 쓰레기 보지 좀 말라고.. 욕하면서도 쳐보니까 시청률이 잘 나오고 방송사 쓰레기들도 광고 땜에 연장하고 공해 일으키잖아... 격려금도 지급됐다지.. 그냥 음악을 들으라고.. 아침마다 스트레스다. 이놈의 마누들.. 머리에 똥만 차서는,0
마지막 시리즈 괜히 봤다ㅡ.ㅡ주인공 스토리는 좋은데 흡혈귀들이 엑스맨이 되어가서 이질감 급상승ㅠ게다가 머리 뽑기 두더지 게임하고 앉아있고ᅲᅲ,0
이렇게 원작을 망치기도 힘들겠다ㅋ,0
최악. B급도 안되는 영화.,0
학교에서 봤는데 참... 그냥 만화나 만들어라 그럼 재밌기는 하겠네,0
난 별로 -_-,0
본 지 일 년도 더 된 영화 평점 쓰라고 매번 엄청 뜨네요 네이버님들아 ^^,0
지루하고 지루하고 또 지루하도다....,0
감성팔이 10자 끝?,0
진짜 재미없다. 마법의 샘물을 마시면 개그를 할 수 있다고? 개그도 하나 재미없고,0
바스 코지가 힙합을 14년 했으면 한 거지 그거 갔고 잘난 척 좀 그만해라 너보다 잘하는 놈 많으니까,0
굿,0
평점 4점????4점 너무 높은 거 아닌가,0
아직 안 봤으면 보지 마세요... 몇 년 전에 본 건데 오늘 갑자기 이 내용으로 악몽을 꿨네요. 당시에도 충격적이고 무서웠는데 생각보다 더 깊게 제 뇌리에 각인되어 있었던 듯 ㅠㅠ,0
킴 베이싱어가 미쳤지,0
너무 말이 안 된다.... 시작부터 마포구청 직원 탓이라..? 웃음만 나온다. 지가 사기당하고 공무원이라 책임져라 하는 영화,0
그나마 히틀러 덕분에 피식했다,0
"그러고 보면 참 오지랖도 넓어, 램버트는..",0
다코타 패닝 연기가 너무 맘에 안 든다 계속 멍~,0
part를 왜 안 써놓은 거야,0
이런 것도 영화라고ㅉㅉㅉ 가 이리시 이름이 아깝다,0
이거는 머 신세계도 아이고.... 머고~ 도대체~~,0
"춤, 음악에 공감을 못하니 남는 것은 없다.",0
대체 이게 뭔 소리야!!! 방사는 쩌는 바닷가는 가서 뭐 하려고!! 로봇은 그래서 뭐 어쨌다는 거지??? 뭔가 있어 보이게 만들려고 노력은 했는데 완전 개연성 없음.,0
매력이 있다.,0
"폴 워커의 유작인 것 말고는, 액션으로서 매우 충실하지 못했음",0
좀 더 자연스럽고 깔끔한 연출과 매력 있는 이야기로 영화를 만든다면 &#39;감독 유지태&#39;를 기대해볼 만할 것 같습니다. 이번에는 부족한 부분이 군데군데 보였습니다,0
최악의 스토리. 결혼식 깽판도 그렇고 옥택연은 뭔 죄냐. 재미도 없고 감동도 없고 막장임. 그나마 마동석 마누라 땜에 2점 준다.,0
할리우드 영화에 익숙해서인가??.. 너무 엉성하고 어설프네요.. 그냥 드라마 같은,0
이런 영화 만들면서 돈 쓴 사람들이 불쌍하네....,0
큰 기대를 했지만 별로네요..,0
소리만 지르다 끝나는 드라마!! 시끄러 죽게 써...,0
처음으로 데이비드 핀처에게 실망한 작품,0
몸이 하나로는 모자라는 이 세상의 아버지들,0
보는 내내 짜증 났음.. 히스테리가 계속 이어지니까 신물이 남,0
기대 안 하다.,0
배우들의 감정에 전혀 공감이 가지 않습니다.,0
"정체불명, 의미 불명, 목적 불명.",0
재미없다,0
스릴러도 액션도 고어도 아닌 그저 그런 맞짱 영화.,0
재미없음. 감동 없음. 내용 없음. 개연성 없음. 시간 존나게 아까움. 돈도 아까움. 별점도 아까움. 킬링타임용으로도 아까움. 이걸 보느라 힘들었을 뇌가 불쌍함. 최악. 수많은 B급 C급 영화를 킬링타임용으로 봐왔지만 이건 화장실보다 최악.,0
헌터 헌터 팬인 만큼 아주 실망이 컸습니다^^... 제가 드린 별점은 순전히 작화 점수고요. 스토리.. 원작을 훼손하지는 않았지만 헌터 헌터 이름값에 똥칠하는 스토리였네요. 보는 내내 제 한 마력을 테스트 당했습니다. 부숴버릴 거야 제작진.,0
정말 잼 없어!! 불만이야!! 난 넘 잼 없어!! 5개 별 하신 분 재미없걸랑요!!,0
색다르고 골라 만들 수 있는 좋은 소재인데 최악이네,0
이딴 쓰레기 영화는 처음^^ 니콜 키드먼만 이쁘다,0
진정 이것도 영화냐?? 0점도 아깝다 밥값이 아깝다 인간들아,0
오우삼 감독과 장 끌로드 반담. B급 액션 영화,0
대사들이 너무 오글거림.. 손발이 사라지는 줄 ㅜ ost는 굿.,0
너무 억지로 웃기려고 든다 질 낮은 코미디 한 편,0
0점 준다 10자 10자 10자,0
평점 너무 높고 보면서 상당히 불쾌했다 삐뚤어진 모성애를 합리화시키는 영화,0
뭔 말도 안 되는 스토리 ... ㅡㅡ;;; 임산부인데 재밌게 볼 줄 알고 봤더니 먼 내용??????? ㅋㅋ,0
진짜 드라마 귀엽다 작가 고졸임? 제목부터 틀리잖아진 용석이 간다로 해야지 제목은 오자룡이 간다면서 진용석 위주로 돌아가네 드라마가 ᄍᄍ,0
자극적 이야기를 느슨하게 이어 놓는 데다가 초점은 갈팡질팡하며 영화가 끝나고 나서도 무엇 하나 남겨진 게 없었다.,0
와 진짜 개 지루하다 진심 너무 길기도 하고 무슨 초등학생들만 보는 영화 너무 지루하고 재미도 최악이다 진짜,0
장서희 드라마 떴다고 우쭐해하지 마라,0
오 kt 더 .... 팀장님 연기자 보다 진심 내가 연기 잘 할거 같다,0
무섭지 않다. 아쉬움이 많이 남게 되는 영화... 좀 더 잘 만들지..,0
뭐라는 거니 재미없다,0
재미없어 보인다.,0
사랑으로 꾸몄으나 불륜은 불륜!!! 최악의 더러운 드라마!!!,0
차마 끝까지 볼 수가 없었다. 갑자기 너무 쉽게 목숨도 걸 정도로 사랑에 빠져버린 여주인공 당혹스럽고 생뚱맞다.,0
극장에서 보고 진짜 열받았다 난!! 쓰레기 영화 맞다,0
내가 본 초능력 영화 중 워스트...,0
도전은 좋은데.......... 이건 좀...... 재미도 없고,0
문장 하나로 성격을 평가하다니! 요즘 팥쥐는 착하단 말이에 염,0
김정화 좋아하는 분들만 보시는 게 좋을듯싶습니다.,0
드라마에 경찰 소재로 하면 더럽게 재미없다!!,0
오죽했으면 내가 이거보다 친구네 집에서 잤겠니.,0
아니 도대체 왜 결말을 ...조승우 삼촌이 죽어야 할 필요가 없었을 텐데 분명 대통령이 말했을 텐데 왜? 난 조승우 삼촌때메봣는데 결말 참.. 대단해,0
증인을 죽이기 위해 따라다니며 주변 사람 막 죽이는 허좁한 영화,0
여배우들의 열연~~~ 고은아 이쁘네요...,0
줄거리랑 내용이 다르나 윌이 도움 요청하려고 반스한테 전화했냐 웬만하면 재밌게 보는데 시간 낭비했다는 생각이 몰려온다.,0
와 과는 비교할 가치도 없는 작품,0
너무 재밌어서 5분 만에 다 봄,0
평점이 하도 재미있다고 해서 봤는데 전 별로인 듯 연기도 별로고;;;,0
1점도 아깝다 마이너스는 없나?,0
자신의 꿈을 향한 청년이 주인공인 건 좋았으나 그가 살아간 이야기가 그다지 흥미롭지 않다. 미야자키 하야오의 은퇴작이 이런 내용이라는 점이 너무나 아쉽다.,0
"도무지 적응할 수 없는 연출과 전개, 아무 내용 없고 목표 없는 영화. 좋은 글은 쓰고 싶은데 막상 글을 모르는 까막눈이 만든 영화.",0
전혀 공포스럽지 않은데???,0
제가 많이 잘 못 보더라도 그렇습니다. 영화 정말 잘 못 만드셨네요. 감정선이 안 잡힙니다.,0
영점을 줄 수 있는 기능이 없어서 불행이다. 내용이 좀 진지했다면..,0
통속적인 신파는 둘째치고 캐스팅부터 미스 감정이입이 힘들다,0
아동용이면 좀 표시를 해주지...,0
역대 최악의 애니 열 손가락 안에 든다..,0
설정에 개연성을 둘 수는 없는 장르이지만 그래도 이야기에는 개연성이 있어야 하는데 실버 서퍼가 이야기에서 맡은 역할이나 갑툭튀한 빅터 등 여러 가지로 아쉬운 부분이 많다. 줄거리는 다분히 저연령대를 의식하고 만든 영화다웠지만 연출은 너무 유치했다.,0
OOO기영화ㅡㅡ별반개도아까워,0
재밌다,0
이 영화는 임수정 조종당해서 화장 떡칠되는 순간부터 망했음 어색한 와이어 신하고 초등학생스러운 스토리 ㅋㅋ 손 오글거리는 cg.. 이걸 왜 극장에서 봤나 돈 아까움 진짜 스토리를 이렇게밖에 못하나,0
브리짓 존스의 일기를 다시 보는 게 더 나음. 기성전 원 나이트 스탠드. 기성전 섹스.,0
그래도 역시 1편이..,0
생각보다 별로 억지스러움,0
"왜 교통사고 안 나지 하고 생각했는데 결국 사고가 났구먼. 막장드라마는 늘 그렇던데 맞지 악에 교통사고, 정신이상, 기억상실 등의 사고가 일어나고, 그 뒤에 악인은 뉘우치고 하던데... 작가님 이번에도 그렇게 하실 거죠?",0
말 그대로 킬링타임. 정말 별로다,0
역사드라마는 다 똑같다 존나 재미없다,0
이명박 정부의 언론조작 쩌는데??,0
와... 진짜 보다가 암 걸림,0
이따위를 평가하기 위해 이걸 사야 하는가... 어휴.,0
이 영화처럼만 안 만들면 망하진 않는다.. 차세대 감독들 참고용.. ㅎ,0
진짜 2013년 들어 첫 번째 영화인데 기대 이하.. 아니 더욱더 이하.... 차라리 더빙을 하시지 마시지.... 그다지 내용도 별로....,0
ᄏᄏᄏᄏ 아 웃겨 죽겠네 ㅋㅋ,0
우리나라의 공포 영화는 끝났다.,0
이런 걸 다큐멘터리라고..,0
군대나 제대로 갔다 와라 이 먹구름 같은 ㅅㄲ야.,0
그녀의 힘든 여정과는 달리 영화는 늘어진다.,0
...ㅋㅋㅋㅋ또르르르 돈 아까워요,0
오글거리기도 하고 병맛 특수효과 어쩔.. 특히 마지막 하늘 올라가는 부분 개 해 폭소함-_-,0
"톰, 브래드 ㅠㅠ 둘이 나와서 더 쩔었음 여기선 톰이 악역? 같았는데 진짜 뱀파같았음ㅋㅋ",0
나는! 관대함! 대왕이다!,0
토끼나 올 때부터 노 답이었고 도대체 재밌는 요소가 뭔지 모르겠다 옷이라는 특이한 요소를 가지고 뭘 해보려고 했으나 일단 나 잼이다. 이딴 흥행 참패에 재미도 교훈도 없는 영화에? 박신혜가 예쁘니 옷이 아름다우니 하는 사람들은 도대체 영화를 제대로 본 건지 모르겠다,0
과감한 노출 신 그러나 어설픈 메시지는 모냐,0
시끄럽고 의미 없는 음악과 은유로 범벅돼있는 조잡한 졸작 그나마 내용도 없음 시간 낭비의 전형,0
존경하냐 친일파를 존경하냐? 신사참배한 새끼를 존경하냐 너희들은? 아베랑 머가 다르냐 존경하는 새끼들은,0
굳이 벗지 않았으면 풍자극으로는 중박,0
안 보는 게 정신 건강에 좋은 영화,0
진짜 마지막 장면에 여자 똥 사는 장면 빼고 재미없어,0
보면은... 왜 봄??,0
샤를리즈의 화려함 빼고는 시체. 저 대단한 배우 셋 캐스팅하느라 딴 곳에 투자를 못한 듯,0
노인네들 잔치에 cg 잔치 근데 그것마저 싱크로가 맞지 않다 산전수전 다 겪어서 바로 앞에서 탱크로리가 전복해 덮쳐도 얼굴색 하나 안 변해보고 입맛 버림 이사 타는 말도 할 거 없이 결론 : 오래 살자,0
뭔지 모를 정체 모를 영화.,0
10년 묵은 체중이 내려가는 건 뭐냐... 어휴... 그리고 홍수아한테 영화 맡기면 안 되겠다... 어휴...,0
메시지를 전달하려고 했는데... 시나리오가 개차반... ㅉ,0
65번 님 말에 공감 -ㅛ-,0
너무 뻔한 전개,0
별 한 개도 아깝다 이런 영화에 돈을 쓰다니 돈이 남아도냐?,0
시간 아깝고 그냥 인간극장이 더 재밌을 영화네요,0
낙태하는 여자는 죽어도 싸다고? 근데 죄 없는 남자들은 왜죽였냐?ㅋㅋ,0
8살 아들이 좋아하네요! 어른이 보긴 쩜... ㅋ,0
이게무슨공포영화?ㅋㅋ,0
재미없어 쓰레기.. 2점부터 점수 준거들 M 창,0
늘 주마다 챙겨보는 프로입니다. 정말 좋아하는 프로죠. 30초 미혼이고요. 어제 분 정성호 씨 장모. 진짜 진심 열받아요. 늘 징징거리고 목소리도 비호감에. 어제는 뽁뽁이랑 수면바지 입으면 구질하다는 기가 막혀서 나이 먹으나 안 먹으나 머리 빈 거는 고쳐지지 않는 듯. 어른으로 안 보임.,0
주말드라마 온 가족이 보는데 재미있고 훈훈하면 좋을 텐데 드라마가 너무 우울해요.. 화장실 갔다가 안 닦고 나온 찝찝한 기분ㅋㅋㅋ,0
21세기엔 맞지 않는 팔공 년 때 물.,0
이런 이야기도 있구나 하며 조용히 봤다. 무서운 여자. 그러나 간절함은 이해할 수 있다,0
멈추는 날이 아니라 이미 멈췄다,0
개 재미없어서 말도 안 나온다,0
평점이 왜 이리 높지? 무당의 다큐.. 영화 아님,0
영화는 지루했다 풍경은 볼만하다,0
진심 생각해서 말하는 거임 보지 마세요,0
내가 뭘 본거지?,0
수많은 늑대인간 영화와는 다른 시도.,0
러시아와 조지아 전쟁이 벌어진 원인이 누군지 생각하고 만들었나? 가해자가 피해자로 둔갑하는 사기꾼 영화.,0
이런 거 보느니 차라리 정통 포르노를 보고 말지..,0
너무 아프다.,0
코엔 형제 작품 중 최악인 영화,0
